x,y,z
-2.54387e+08,-1.75278e+06,1.55034e+08
-2.5634e+08,-1.72961e+06,1.53808e+08
-2.58276e+08,-1.70617e+06,1.52558e+08
-2.60196e+08,-1.68247e+06,1.51284e+08
-2.621e+08,-1.65851e+06,1.49987e+08
-2.63987e+08,-1.6343e+06,1.48668e+08
-2.65857e+08,-1.60984e+06,1.47325e+08
-2.6771e+08,-1.58513e+06,1.45961e+08
-2.69545e+08,-1.56018e+06,1.44574e+08
-2.71362e+08,-1.53499e+06,1.43165e+08
-2.73162e+08,-1.50956e+06,1.41734e+08
-2.74943e+08,-1.4839e+06,1.40282e+08
-2.76705e+08,-1.45802e+06,1.38809e+08
-2.78449e+08,-1.43192e+06,1.37314e+08
-2.80174e+08,-1.40559e+06,1.35799e+08
-2.8188e+08,-1.37906e+06,1.34264e+08
-2.83566e+08,-1.35231e+06,1.32708e+08
-2.85232e+08,-1.32536e+06,1.31132e+08
-2.86879e+08,-1.29821e+06,1.29536e+08
-2.88505e+08,-1.27086e+06,1.27921e+08
-2.90111e+08,-1.24332e+06,1.26287e+08
-2.91697e+08,-1.21559e+06,1.24634e+08
-2.93262e+08,-1.18768e+06,1.22962e+08
-2.94805e+08,-1.15959e+06,1.21272e+08
-2.96328e+08,-1.13132e+06,1.19564e+08
-2.97829e+08,-1.10288e+06,1.17838e+08
-2.99309e+08,-1.07428e+06,1.16094e+08
-3.00767e+08,-1.04551e+06,1.14333e+08
-3.02203e+08,-1.01659e+06,1.12555e+08
-3.03617e+08,-987510,1.1076e+08
-3.05008e+08,-958284,1.08949e+08
-3.06377e+08,-928915,1.07122e+08
-3.07724e+08,-899406,1.05279e+08
-3.09047e+08,-869762,1.0342e+08
-3.10348e+08,-839987,1.01546e+08
-3.11626e+08,-810085,9.96566e+07
-3.1288e+08,-780062,9.77527e+07
-3.1411e+08,-749922,9.58345e+07
-3.15318e+08,-719669,9.39021e+07
-3.16501e+08,-689307,9.19558e+07
-3.1766e+08,-658842,8.99961e+07
-3.18796e+08,-628277,8.80231e+07
-3.19907e+08,-597618,8.60371e+07
-3.20994e+08,-566868,8.40385e+07
-3.22057e+08,-536033,8.20276e+07
-3.23094e+08,-505116,8.00046e+07
-3.24108e+08,-474123,7.79699e+07
-3.25096e+08,-443058,7.59237e+07
-3.2606e+08,-411924,7.38665e+07
-3.26998e+08,-380728,7.17984e+07
-3.27912e+08,-349473,6.97198e+07
-3.288e+08,-318164,6.7631e+07
-3.29663e+08,-286805,6.55323e+07
-3.30501e+08,-255402,6.3424e+07
-3.31313e+08,-223957,6.13064e+07
-3.32099e+08,-192476,5.91799e+07
-3.3286e+08,-160964,5.70447e+07
-3.33595e+08,-129425,5.49012e+07
-3.34304e+08,-97862.7,5.27496e+07
-3.34987e+08,-66282.3,5.05903e+07
-3.35644e+08,-34688.3,4.84235e+07
-3.36276e+08,-3084.86,4.62497e+07
-3.36881e+08,28523.4,4.40691e+07
-3.3746e+08,60132.1,4.1882e+07
-3.38013e+08,91736.8,3.96887e+07
-3.38539e+08,123333,3.74896e+07
-3.39039e+08,154917,3.5285e+07
-3.39513e+08,186483,3.30751e+07
-3.39961e+08,218028,3.08603e+07
-3.40382e+08,249546,2.86409e+07
-3.40777e+08,281035,2.64173e+07
-3.41145e+08,312489,2.41896e+07
-3.41486e+08,343904,2.19583e+07
-3.41802e+08,375275,1.97237e+07
-3.4209e+08,406599,1.7486e+07
-3.42352e+08,437871,1.52456e+07
-3.42588e+08,469088,1.30028e+07
-3.42797e+08,500243,1.07578e+07
-3.42979e+08,531334,8.51112e+06
-3.43135e+08,562357,6.26294e+06
-3.43264e+08,593306,4.01358e+06
-3.43367e+08,624178,1.76337e+06
-3.43443e+08,654969,-487390
-3.43493e+08,685674,-2.73839e+06
-3.43516e+08,716290,-4.98932e+06
-3.43512e+08,746812,-7.23988e+06
-3.43482e+08,777236,-9.48975e+06
-3.43426e+08,807558,-1.17386e+07
-3.43343e+08,837774,-1.39862e+07
-3.43234e+08,867881,-1.62322e+07
-3.43098e+08,897873,-1.84763e+07
-3.42937e+08,927748,-2.07182e+07
-3.42749e+08,957501,-2.29576e+07
-3.42534e+08,987128,-2.51941e+07
-3.42294e+08,1.01663e+06,-2.74276e+07
-3.42027e+08,1.04599e+06,-2.96576e+07
-3.41735e+08,1.07522e+06,-3.18839e+07
-3.41416e+08,1.1043e+06,-3.41063e+07
-3.41072e+08,1.13324e+06,-3.63243e+07
-3.40702e+08,1.16203e+06,-3.85377e+07
-3.40306e+08,1.19067e+06,-4.07463e+07
-3.39884e+08,1.21915e+06,-4.29496e+07
-3.39437e+08,1.24748e+06,-4.51475e+07
-3.38964e+08,1.27564e+06,-4.73396e+07
-3.38465e+08,1.30363e+06,-4.95257e+07
-3.37942e+08,1.33145e+06,-5.17054e+07
-3.37393e+08,1.35909e+06,-5.38785e+07
-3.36818e+08,1.38656e+06,-5.60446e+07
-3.36219e+08,1.41385e+06,-5.82036e+07
-3.35595e+08,1.44095e+06,-6.03551e+07
-3.34946e+08,1.46786e+06,-6.24988e+07
-3.34272e+08,1.49458e+06,-6.46345e+07
-3.33573e+08,1.52111e+06,-6.67618e+07
-3.3285e+08,1.54743e+06,-6.88806e+07
-3.32102e+08,1.57356e+06,-7.09904e+07
-3.3133e+08,1.59948e+06,-7.30912e+07
-3.30534e+08,1.62519e+06,-7.51825e+07
-3.29714e+08,1.65068e+06,-7.72641e+07
-3.28869e+08,1.67597e+06,-7.93357e+07
-3.28001e+08,1.70103e+06,-8.13972e+07
-3.2711e+08,1.72587e+06,-8.34481e+07
-3.26194e+08,1.75049e+06,-8.54883e+07
-3.25255e+08,1.77488e+06,-8.75174e+07
-3.24293e+08,1.79904e+06,-8.95353e+07
-3.23308e+08,1.82296e+06,-9.15417e+07
-3.223e+08,1.84665e+06,-9.35362e+07
-3.21269e+08,1.8701e+06,-9.55187e+07
-3.20215e+08,1.8933e+06,-9.74889e+07
-3.19138e+08,1.91626e+06,-9.94466e+07
-3.1804e+08,1.93897e+06,-1.01391e+08
-3.16919e+08,1.96143e+06,-1.03323e+08
-3.15776e+08,1.98364e+06,-1.05242e+08
-3.1461e+08,2.00559e+06,-1.07147e+08
-3.13424e+08,2.02727e+06,-1.09038e+08
-3.12215e+08,2.0487e+06,-1.10915e+08
-3.10986e+08,2.06986e+06,-1.12778e+08
-3.09734e+08,2.09075e+06,-1.14626e+08
-3.08462e+08,2.11138e+06,-1.1646e+08
-3.07169e+08,2.13173e+06,-1.18279e+08
-3.05856e+08,2.1518e+06,-1.20082e+08
-3.04522e+08,2.1716e+06,-1.21871e+08
-3.03167e+08,2.19112e+06,-1.23643e+08
-3.01792e+08,2.21035e+06,-1.254e+08
-3.00398e+08,2.2293e+06,-1.2714e+08
-2.98983e+08,2.24796e+06,-1.28865e+08
-2.97549e+08,2.26634e+06,-1.30572e+08
-2.96096e+08,2.28442e+06,-1.32263e+08
-2.94623e+08,2.30221e+06,-1.33938e+08
-2.93132e+08,2.3197e+06,-1.35595e+08
-2.91621e+08,2.33689e+06,-1.37234e+08
-2.90092e+08,2.35378e+06,-1.38856e+08
-2.88545e+08,2.37037e+06,-1.40461e+08
-2.8698e+08,2.38666e+06,-1.42047e+08
-2.85396e+08,2.40264e+06,-1.43615e+08
-2.83795e+08,2.41831e+06,-1.45165e+08
