x,y,z
-3.15791e+08,49752.7,9.8152e+07
-3.17048e+08,48606.7,9.62486e+07
-3.18282e+08,47453.7,9.43316e+07
-3.19493e+08,46294,9.24013e+07
-3.2068e+08,45127.8,9.04579e+07
-3.21844e+08,43955.1,8.85019e+07
-3.22984e+08,42776.3,8.65334e+07
-3.24101e+08,41591.4,8.45527e+07
-3.25194e+08,40400.7,8.25602e+07
-3.26263e+08,39204.3,8.05562e+07
-3.27309e+08,38002.4,7.85408e+07
-3.2833e+08,36795.2,7.65146e+07
-3.29327e+08,35582.8,7.44776e+07
-3.303e+08,34365.4,7.24303e+07
-3.31248e+08,33143.2,7.03729e+07
-3.32173e+08,31916.3,6.83057e+07
-3.33072e+08,30685,6.6229e+07
-3.33947e+08,29449.4,6.41432e+07
-3.34798e+08,28209.7,6.20484e+07
-3.35623e+08,26966,5.99451e+07
-3.36424e+08,25718.5,5.78334e+07
-3.372e+08,24467.5,5.57138e+07
-3.37952e+08,23213,5.35864e+07
-3.38678e+08,21955.3,5.14517e+07
-3.39379e+08,20694.5,4.93098e+07
-3.40056e+08,19430.8,4.71611e+07
-3.40707e+08,18164.3,4.50059e+07
-3.41333e+08,16895.3,4.28445e+07
-3.41934e+08,15623.9,4.06772e+07
-3.42509e+08,14350.3,3.85042e+07
-3.4306e+08,13074.6,3.63259e+07
-3.43585e+08,11797,3.41425e+07
-3.44085e+08,10517.8,3.19545e+07
-3.4456e+08,9236.99,2.97619e+07
-3.45009e+08,7954.83,2.75652e+07
-3.45433e+08,6671.47,2.53646e+07
-3.45832e+08,5387.07,2.31605e+07
-3.46205e+08,4101.81,2.09531e+07
-3.46553e+08,2815.86,1.87427e+07
-3.46876e+08,1529.38,1.65296e+07
-3.47173e+08,242.54,1.4314e+07
-3.47445e+08,-1044.5,1.20964e+07
-3.47692e+08,-2331.57,9.87692e+06
-3.47913e+08,-3618.5,7.65589e+06
-3.48109e+08,-4905.14,5.43361e+06
-3.4828e+08,-6191.31,3.21034e+06
-3.48425e+08,-7476.86,986390
-3.48545e+08,-8761.62,-1.23797e+06
-3.4864e+08,-10045.4,-3.46245e+06
-3.4871e+08,-11328.1,-5.68678e+06
-3.48755e+08,-12609.6,-7.91067e+06
-3.48775e+08,-13889.6,-1.01338e+07
-3.48769e+08,-15168,-1.2356e+07
-3.48739e+08,-16444.7,-1.45769e+07
-3.48683e+08,-17719.4,-1.67963e+07
-3.48603e+08,-18992.2,-1.90138e+07
-3.48498e+08,-20262.7,-2.12292e+07
-3.48368e+08,-21530.8,-2.34423e+07
-3.48213e+08,-22796.4,-2.56527e+07
-3.48033e+08,-24059.3,-2.78602e+07
-3.47829e+08,-25319.4,-3.00645e+07
-3.476e+08,-26576.5,-3.22654e+07
-3.47347e+08,-27830.5,-3.44625e+07
-3.4707e+08,-29081.2,-3.66557e+07
-3.46767e+08,-30328.5,-3.88446e+07
-3.46441e+08,-31572.2,-4.1029e+07
-3.46091e+08,-32812.2,-4.32086e+07
-3.45716e+08,-34048.3,-4.53832e+07
-3.45317e+08,-35280.4,-4.75526e+07
-3.44894e+08,-36508.3,-4.97163e+07
-3.44448e+08,-37731.9,-5.18743e+07
-3.43978e+08,-38951.1,-5.40262e+07
-3.43484e+08,-40165.7,-5.61718e+07
-3.42966e+08,-41375.6,-5.83109e+07
-3.42425e+08,-42580.6,-6.04432e+07
-3.4186e+08,-43780.6,-6.25684e+07
-3.41273e+08,-44975.4,-6.46863e+07
-3.40662e+08,-46165,-6.67966e+07
-3.40028e+08,-47349.2,-6.88992e+07
-3.39371e+08,-48527.8,-7.09937e+07
-3.38691e+08,-49700.7,-7.308e+07
-3.37989e+08,-50867.8,-7.51578e+07
-3.37263e+08,-52029,-7.72268e+07
-3.36516e+08,-53184.1,-7.92869e+07
-3.35746e+08,-54333,-8.13377e+07
-3.34953e+08,-55475.5,-8.33791e+07
-3.34139e+08,-56611.6,-8.54108e+07
-3.33303e+08,-57741.2,-8.74327e+07
-3.32444e+08,-58864,-8.94444e+07
-3.31564e+08,-59979.9,-9.14458e+07
-3.30663e+08,-61089,-9.34366e+07
-3.2974e+08,-62190.9,-9.54166e+07
-3.28795e+08,-63285.6,-9.73856e+07
-3.2783e+08,-64373.1,-9.93434e+07
-3.26843e+08,-65453.1,-1.0129e+08
-3.25835e+08,-66525.5,-1.03224e+08
