x,y,z
-1.49598e+08,2.19463,5480
-1.49598e+08,2.20064,5494.52
-1.49598e+08,2.20666,5509.03
-1.49598e+08,2.21267,5523.53
-1.49598e+08,2.21869,5538.03
-1.49598e+08,2.2247,5552.51
-1.49598e+08,2.23072,5566.98
-1.49598e+08,2.23673,5581.44
-1.49598e+08,2.24274,5595.88
-1.49598e+08,2.24875,5610.31
-1.49598e+08,2.25476,5624.73
-1.49598e+08,2.26076,5639.13
-1.49598e+08,2.26676,5653.52
-1.49598e+08,2.27276,5667.88
-1.49598e+08,2.27875,5682.23
-1.49598e+08,2.28474,5696.57
-1.49598e+08,2.29072,5710.88
-1.49598e+08,2.2967,5725.17
-1.49598e+08,2.30268,5739.44
-1.49598e+08,2.30865,5753.69
-1.49598e+08,2.31461,5767.92
-1.49598e+08,2.32057,5782.12
-1.49598e+08,2.32652,5796.3
-1.49598e+08,2.33247,5810.46
-1.49598e+08,2.33841,5824.59
-1.49598e+08,2.34434,5838.7
-1.49598e+08,2.35026,5852.77
-1.49598e+08,2.35618,5866.82
-1.49598e+08,2.36209,5880.85
-1.49598e+08,2.36798,5894.84
-1.49598e+08,2.37388,5908.8
-1.49598e+08,2.37976,5922.74
-1.49598e+08,2.38563,5936.64
-1.49598e+08,2.39149,5950.51
-1.49598e+08,2.39735,5964.35
-1.49598e+08,2.40319,5978.16
-1.49598e+08,2.40902,5991.93
-1.49598e+08,2.41485,6005.67
-1.49598e+08,2.42066,6019.38
-1.49598e+08,2.42646,6033.05
